thai,phone
ทำท่วงที,Ta1mTV3ŋTI1
ทำท่าเหมือน,Ta1mTA3mR5n
ทำนุบำรุงุ,Ta1mnu4ba1mru1ŋ
ทำปากขมุบขมิบ,Ta1mpA2kKa1mu2pKa1mi2p
ทำปากมุบมิบ,Ta1mbA1kmu4pmi4p
ทำมีดบาด,Ta1mmI3tbA2t
ทำมีดบาดมือ,Ta1mmI3tbA2tmW1
ทำลายล้าง,Ta1mlA1jlA4ŋ
ทำหน้าบ้องแบ๊ว,Ta1mnA3bɔ3ŋbɛ4w
ทำหลังโก่ง,Ta1mla5ŋkO2ŋ
ทำหูทวนลม,Ta1mhU5TV1nlo1m
ทำอย่างดี,Ta1mjA2ŋdI1
ทำอะไรจ๊ะ,Ta1ma1ra1jca4
ทำอะไรไม่ได้,Ta1ma1ra1jma3jdA3j
ทำเจ้าชู้,Ta1mca3wCU4
ทำเฉยเสีย,Ta1mCZ5jsJ4
ทำเนียบนายก,Ta1mnJ3pnA1jo4k
ทำเป็นเด็กอมมือ,Ta1mpe1nde2ko1mmW1
ทำเลอะ,Ta1mlə4
ทำเล่ห์กระเท่ห์,Ta1mlE3kra1TE3
ทำเสีย,Ta1msJ4
ทำเสียงดัง,Ta1msJ5ŋda1ŋ
ทำเอง,Ta1mE1ŋ
ทำโน่นทำนี่,Ta1mnO3nTa1mnI3
ทำให้ข้น,Ta1mha3jKo3n
ทำให้บังเกิด,Ta1mha3jba1ŋkZ2t
ทำให้ปราศจากเชื้อโรค,Ta1mha3jprA2tsa1cA2kCR4rO3k
ทำให้ผมตกใจ,Ta1mha3jPo5mto2kca1j
ทำไม่รู้เสีย,Ta1mma3jrU4sJ4
ทำไม่ลง,Ta1mma3jlo1ŋ
ทิพพา,Ti4pPA1
ทิษฐิ,Ti4tTi2
ทิ้งกันลุ่ย,Ti4ŋka1nlu3j
ทิ้งลูกระเบิด,Ti4ŋlU3kra1bZ2t
ทิ้งไว้ให้,Ti4ŋwa4jha3j
ทีละขั้น ๒ ขั้น,TI1la1Ka3nšX1ŋKa3n
ทีละเล็กละน้อย,TI1la1le4kla1nX4j
ทีใครก็ทีมัน,TI1Kra1jkɔ3TI1ma1n
ที่-,TI3
ที่กล่าวนี้,TI3klA2wnI4
ที่กล่าวมานี้,TI3klA2wmA1nI4
ที่กันภัย,TI3ka1nPa1j
ที่กันภัยทางอากาศ,TI3ka1nPa1jTA1ŋA1kA2t
ที่จุดบุหรี่,TI3cu2tbu1rI2
ที่ชวนชม,TI3CV1nCo1m
ที่ชุมนุมทหาร,TI3Cu1mnu1mTa1hA5n
ที่ชุมพล,TI3Cu1mPo1n
ที่ดอน,TI3dX1n
ที่ตรง,TI3tro1ŋ
ที่นับถือกัน,TI3na4pTW5ka1n
ที่บัญชาการสูงสุด,TI3ba1nCA1kA1nsU5ŋsu2t
ที่ประกาศ,TI3pra1kA2t
ที่พักแรม,TI3Pa4krY1m
ที่พำนัก,TI3Pa1mna4k
ที่มา,TI3mA1
ที่ล้างหน้า,TI3lA4ŋnA3
ที่สุดท้าย,TI3su2tTA4j
ที่หน้า,TI3nA3
ที่หมายปลายทาง,TI3mA5jplA1jTA1ŋ
ที่หลัง,TI3la5ŋ
ที่อับ,TI3a2p
ที่เท่าไร,TI3Ta3wra2j
ที่เย็นๆ,TI3je1nje1n
ที่เรียกกันว่า,TI3rJ3kka1nwA3
ที่เห็นได้ด้วยตา,TI3he5ndA3jdV3jtA1
ที่แขวนเสื้อ,TI3KwY5nsR3
ที่ไข่,TI3Ka2j
ที่ไร่ที่นา,TI3ra3jTI3nA1
ที่ไหนๆ,TI3na5jna5j
ที่่นี่,TI3nI3
ทึง,Tɯ1ŋ
ทึมทึก,Tɯ1mTɯ4k
ทุกคืนวัน,Tu4kKW1nwa1n
ทุกซอกเล็กมุมน้อย,Tu4ksX3kle4kmu1mnX4j
ทุกสองอาทิตย์,Tu4ksX5ŋA1Ti4t
ทุกอาทิตย์,Tu4kA1Ti4t
ทุกเช้า,Tu4kCA4w
ทุกๆ,Tu4kTu4k
ทุกๆกระเบียดนิ้ว,Tu4kTu4kkra1bJ2tni4w
ทุกๆคน,Tu4kTu4kKo1n
ทุนรัฐบาล,Tu1nra4tTa1bA1n
ทุพโภชนาการ,Tu4pPO1Ca1nA1kA1n
ทุรน,Tu4ro1n
ทุรัง,Tu4ra1ŋ
ทุเลาขึ้น,Tu4la1wKɯ3n
ทุ่งราบ,Tu3ŋrA3p
ทุ่งแจ้ง,Tu3ŋcY3ŋ
ทูนหัวทูนเกล้า,TU1nhV5TU1nklA3w
ทูลถาม,TU1nTA5m
ทแกล้ว,Ta1klY3w
ทแกล้วทหาร,Ta1klY3wTa1hA5n
ท่วง,TV3ŋ
ท่วงทีวาจา,TV3ŋTI1wA1cA1
ท่องขึ้นใจ,Tɔ3ŋKɯ3nca1j
ท่องน้ำ,Tɔ3ŋnA4m
ท่องมาแล้ว,Tɔ3ŋmA1lY4w
ท่องหนังสือ,Tɔ3ŋna1ŋsW5
ท่ออ่อน,TX3X2n
ท่อเสียง,TX3sJ5ŋ
ท่าทางนุ่มนิ่ม,TA3TA1ŋnu3mni3m
ท่าทางเคอะๆ,TA3TA1ŋKə4Kə4
ท่านทั้งปวง,Ta3nTa4ŋpV1ŋ
ท่านผู้ฟังทั้งหลาย,Ta3nPU3fa1ŋTa4ŋlA5j
ท่าม,TA3m
ท่าอากาศ,TA3A1kA2t
ท่าเดียว,TA3dJ1w
ท้องกิ่ว,TX4ŋki2w
ท้องตลาด,TX4ŋta1lA2t
ท้องน้ำ,TX4ŋnA4m
ท้องสนามหลวง,TX4ŋsa1nA5mlV5ŋ
ท้องเดียวกัน,TX4ŋdJ1wka1n
ท้องแก่,TX4ŋkY2
ท้องแรก,TX4ŋrY3k
ท้ายปี,TA4jpI1
ธงประจำชาติ,To1ŋpra1ca1mCA3t
ธนาคารชาติไทย,Ta1nA1KA1nCA3tTa1j
ธนานัติ,Ta1nA1na4t
ธม,To1m
ธรรมนูญองค์การสหประชาชาติ,Ta1mma1nU1no1ŋkA1nsa1ha2pra1CA1CA3t
ธรรมสังเวช,Ta1mma4sa5ŋwE3t
ธรรศ,Ta4t
ธันย์,Ta1n
ธี,TI1
ธีระพันธ์,TI1ra1Pa1n
ธุระการ,Tu4ra4kA1n
ธุระกิจ,Tu4ra4ki2t
ธุระร้อน,Tu4ra4rX4n
ธุระอะไร,Tu4ra4a1ra1j
ธุระไม่ใช่,Tu4ra4ma3jCa3j
น,nX1
นกกระเต็น,no4kkra1te1n
นกดุเหว่า,no4kdu1wa2w
นกปักหลัก,no4kpa2kla2k
นกสาลิกา,no4ksA5li4kA1
นกอีแอ่น,no4kI1ɛ2n
นกเป็ดน้ำ,no4kpe2tnA4m
นกเอี้ยง,no4kJ3ŋ
นครธม,na1KX1nTo1m
นครโสเภณี,na1KX1nsO5PE1nI1
นนทรี,no1nsI1
นมกระป๋อง,no1mkra1pɔ5ŋ
นมนานมาแล้ว,no1mnA1nmA1lY4w
นมสดกระป๋อง,no1mso2tkra1pɔ5ŋ
นมหนู,no1mnU5
นวดข้าว,nV3tKA3w
นวดฟั้น,nV3tfa4n
นวดเฟ้น,nV3tfe4n
นอกความ,nX3kKwA1m
นอกปัญหา,nX3kpa1nhA5
นอกเหนือจากนั้น,nX3knR5cA2kna4n
นอกไปกว่านั้น,nX3kpa1jkwA2na4n
นอนก่ายหน้าผาก,nX1nkA2jnA3PA2k
นอนขด,nX1nKo2t
นอนตากยุง,nX1ntA2kju1ŋ
นอนตาหลับ,nX1ntA1la2p
นอนพังพาบ,nX1nPa1ŋPA3p
นอนร่วมกัน,nX1nrV3mka1n
นอนหลับทับสิทธิ,nX1nla2pTa4psi2t
นอนหลับปุ๋ย,nX1nla2ppu5j
นอนหลับๆตื่นๆ,nX1nla2pla2ptW2ntW2n
นอนเหยียด,nX1njJ2t
นอบ,nX3p
นอบนบ,nX3pno4p
นะคะ,na4Ka4
นะหรือ,na4rɯ5
นัก-,na4k
นักกวี,na4kka1wI1
นักการศึกษา,na4kkA1nsɯ2ksA5
นักดื่มสุรา,na4kdW2msu1rA1
นักปาฐก,na4kpA1To2k
นักผจญภัย,na4kPa1co1nPa1j
นักฟุตบอลล์,na4kfu4tbɔ1n
นักละคร,na4kla1KX1n
นักวาดเขียน,na4kwA3tKJ5n
นักวิจารณ์ข่าว,na4kwi4cA1nKA2w
นักเขียนการ์ตูน,na4kKJ5nkA1tU1n
นักเรียนกินนอน,na4krJ1nki1nnX1n
นักเรียนชาย,na4krJ1nCA1j
นักเรียนนอก,na4krJ1nnX3k
นักเรียนหญิง,na4krJ1nji5ŋ
นักเรียนโค่ง,na4krJ1nKO3ŋ
นักเลงบุหรี่,na4klE1ŋbu1rI2
นักโบราณคดี,na4kbO1rA1nna1Ka1dI1
นังจุ๋ม,na1ŋcu5m
นังนังเหลือง,na1ŋna1ŋlR5ŋ
นังเหลือง,na1ŋlR5ŋ
นับถอยหลัง,na4pTɔ5jla5ŋ
นับวันแต่,na4pwa1ntY2
นัว,nV1
นั่งคิดนอนคิด,na3ŋKi4tnX1nKi4t
นั่งยองๆ,na3ŋjX1ŋjX1ŋ
นั่งสามล้อ,na3ŋsA5mlX4
นั่งเมือง,na3ŋmR1ŋ
นั่งไม่ลง,na3ŋma3jlo1ŋ
นั่นคงแพง,na3nKo1ŋPY1ŋ
นั่นซิคะ,na3nsi1Ka4
นั่นมันคนละเรื่อง,na3nma1nKo1nla1rR3ŋ
นั่นอย่างนั้นซี,na3nja1ŋŋa4nsI1
นั้นๆ,na4nna4n
นางชี,nA1ŋCI1
นางตาย,nA1ŋtA1j
นางนม,nA1ŋno1m
นางผดุงครรภ์,nA1ŋPa1du1ŋKa1n
นางระบำ,nA1ŋra1ba1m
นางละคร,nA1ŋla1KX1n
นานพอดู,nA1nPX1dU1
นานๆ,nA1nnA1n
นายช่างกล,nA1jCA3ŋko1n
นายทหารบก,nA1jTa1hA5nbo2k
นายทหารสัญญาบัตร,nA1jTa1hA5nsa5njA1ba2t
นายทหารอากาศ,nA1jTa1hA5nA1kA2t
นายนาวา,nA1jnA1wA1
นายนาวาตรี,nA1jnA1wA1trI1
นายนาวาเอก,nA1jnA1wA1E2k
นายนาวาโท,nA1jnA1wA1TO1
นายพราน,nA1jPrA1n
นายพลจัตวา,nA1jPo1nca2tta1wA1
นายพลตรี,nA1jPo1ntrI1
นายพลตำรวจ,nA1jPo1nta1mrV2t
นายพลตำรวจโท,nA1jPo1nta1mrV2tTO1
นายพลทหาร,nA1jPo1nTa1hA5n
นายพลเรือ,nA1jPo1nrR1
นายพลเรือคิง,nA1jPo1nrR1Ki1ŋ
นายพลเรือตรี,nA1jPo1nrR1trI1
นายพลเรือเอก,nA1jPo1nrR1E2k
นายพลเรือโท,nA1jPo1nrR1TO1
นายพลเอก,nA1jPo1nE2k
นายพลแมคอาเธอร์,nA1jPo1nmɛ4kA1TY4
นายพลโท,nA1jPo1nTO1
นายพลใหญ่,nA1jPo1nja2j
นายพันตรี,nA1jPa1ntrI1
นายพันเอก,nA1jPa1nE2k
นายพันโท,nA1jPa1nTO1
นายร้อยตรี,nA1jrX4jtrI1
นายร้อยเอก,nA1jrX4jE2k
นายร้อยโท,nA1jrX4jTO1
นายสถานี,nA1jsa1TA5nI1
นายสิบ,nA1jsi2p
นายสิบตรี,nA1jsi2ptrI1
นายสิบเอก,nA1jsi2pE2k
นายสิบโท,nA1jsi2pTO1
นายเรือตรี,nA1jrR1trI1
นายเรือเอก,nA1jrR1E2k
นายเรือโท,nA1jrR1TO1
นายแพทย์หญิง,nA1jPY3tji5ŋ
นาวาอากาศ,nA1wA1A1kA2t
นำจับ,na1mca2p
นำมาใช้ปฏิบัติ,na1mmA1Ca4jpa2ti1ba2t
นำเก็บ,na1mke2p
นำแสดงโดย,na1msa1dY1ŋdO1j
นิดๆหน่อยๆ,ni4tni4tnɔ2jnɔ2j
นิติ-,ni4ti2
นิติศาสตร์,ni4ti2sA2t
นิธิ,ni1Ti4
นินจา,ni1ncA1
นิยมนิยาย,ni4jo1mni4jA1j
นิยายอิงประวัติศาสตร์,ni4jA1ji1ŋpra1wa2tsA2t
นิร-,ni4ra4
นิวยอร์ค,ni1wjX2k
นิวเคลีย,ni1wKlJ1
นิสสัย,ni4tsa5j
นิสิตา,ni4si2tA1
นิสิตเก่า,ni4si2tka2w
นิ่งอั้น,ni3ŋa3n
นิ่งอึด,ni3ŋɯ2t
นิ่มนวล,ni3mnV1n
นิ่มๆ,ni3mni3m
นิ่วหน้า,ni3wnA3
นิ้วตีน,ni4wtI1n
นิ้วฟุต,ni4wfu4t
นิ้วโป้,ni4wpO3
นี่กี่โมงแล้ว,nI3kI2mO1ŋlY4w
นี่ของใคร,nI3KX5ŋKra1j
นี่ยังไงกัน,nI3ja1ŋŋa1jka1n
นี่แน่ะ,nI3nɛ3
นี่ไม่ใช่ดินสอ,nI3ma3jCa3jdi1nsX5
นึกขัน,nɯ4kKa5n
นึกขำในใจ,nɯ4kKa5mna1jca1j
นึกครุ่น,nɯ4kKru3n
นึกฉงน,nɯ4kCa1ŋo5n
นึกชังในใจ,nɯ4kCa1ŋna1jca1j
นึกย้อน,nɯ4kjX4n
นึกอยาก,nɯ4kjA2k
นึกอยากเดินเล่น,nɯ4kjA2kdZ1nle3n
นึกเห็นภาพ,nɯ4khe5nPA3p
นึกไปนึกมา,nɯ4kpa1jnɯ4kmA1
นุ่งกระโปรงกรอมเท้า,nu3ŋkra1prO1ŋkrX1mTA4w
นุ่งผ้าหยักรั้ง,nu3ŋPA3ja2kra4ŋ
นุ่งห่ม,nu3ŋho2m
นุ่งเหลืองห่มเหลือง,nu3ŋlR5ŋho2mlR5ŋ
นโยบายต่างประเทศ,na4jO1bA1jtA2ŋpra1TE3t
น่องตึง,nɔ3ŋtɯ1ŋ
น่ะค่ะ,na1Ka2
น่ะหรือ,na2rɯ5
น่ากลั๊วน่ากลัว,nA3 klV4 nA3 klV1
น่ากวนใจ,nA3kV1nca1j
น่าคลื่นไส้,nA3KlW3nsa3j
น่าจับใจ,nA3ca2pca1j
น่าดีใจ,nA3dI1ca1j
น่าประหลาด,nA3pra1lA2t
น่าฟัง,nA3fa1ŋ
น่าสนุก,nA3sa1nu2k
น่าสวม,nA3sV5m
น่าสังเกตสังกา,nA3sa5ŋkE2tsa5ŋkA1
น่าอันตราย,nA3a1nta1rA1j
น่าเบาใจ,nA3ba1wca1j
น่าเบื่อหน่าย,nA3bR2nA2j
น่าเสียวไส้,nA3sJ5wsa3j
น้องเลี้ยง,nX4ŋlJ4ŋ
น้องๆ,nX4ŋnX4ŋ
น้อมเกล้าฯถวาย,nX4mklA3wTa1wA5j
น้อยมาก,nX4jmA3k
น้อยราย,nX4jrA1j
น้อยโหน่ง,nX4jnO2ŋ
น้อยๆ,nɔ4jnX4j
น้ำดอกไม้,na4mdX2kmA4j
น้ำตาคลอตา,na4mtA1KlX1tA1
น้ำท่วมทุ่ง,nA4mTV3mTu3ŋ
น้ำบำรุงผม,nA4mba1mru1ŋPo5m
น้ำบ่อทราย,na4mbX2sA1j
น้ำประสานทอง,nA4mpra1sA5nTX1ŋ
น้ำพรรณอย่างนั้น,nA4mPa1nja1ŋŋa4n
น้ำมันก๊าส,na4mma1nkA4t
น้ำมันมะพร้าว,na4mma1nma1PrA4w
น้ำมันยาง,na4mma1njA1ŋ
น้ำมันหมู,na4mma1nmU5
น้ำมันหยอดเครื่อง,na4mma1njX2tKrR3ŋ
น้ำมันเบนซิน,na4mma1nbe1nsi1n
น้ำมันแกโซลีน,na4mma1nkY1sO1lI1n
น้ำมันใส่ผม,na4mma1nsa2jPo5m
น้ำมาก,nA4mmA3k
น้ำย่อย,na4mjɔ3j
น้ำลายแตกฟอง,na4mlA1jtY2kfX1ŋ
น้ำลายไหล,na4mlA1jla5j
น้ำลูกไม้,nA4mlU3kmA4j
น้ำสุก,na4msu2k
น้ำหนึ่ง,na4mnɯ2ŋ
น้ำหมาก,na4mmA2k
น้ำหวานสองขวด,na4mwA5nsX5ŋKV2t
น้ำหูน้ำตาไหล,na4mhU5na4mtA1la5j
น้ำอดน้ำทน,na4mo2tna4mTo1n
น้ำอาบ,nA4mA2p
น้ำเย็น,na4mje1n
น้ำใสใจจริง,na4msa5jca1jci1ŋ
น้ำใส่น้ำแข็ง,nA4msa2jna4mKɛ5ŋ
บง,bo1ŋ
บทกลอน,bo2tklX1n
บทที่ 1,bo2tTI3nɯ2ŋ
บทที่สามสิบเอ็ด,bo2tTI3sA5msi2pe2t
บนบน,bo1nbo1n
บนฟ้า,bo1nfA4
บนโต๊ะ,bo1nto4
บรมราชาภิเษก,bɔ1ro1mrA1CA1Pi4sE2k
บรมโง่,bɔ1ro1mma1ŋO3
บรมโบราณ,bɔ1ro1mbO1rA1n
บรรจงเขียน,ba1nco1ŋKJ5n
บรรจุขวด,ba1ncu2KV2t
บรรณ,ba1n
บรรดาครู,ba1ndA1KrU1
บรรดาล,ba1ndA1n
บรรลุถึงที่หมาย,ba1nlu4Tɯ5ŋTI3mA5j
บรรเทาเบาบาง,ba1nTa1wba1wbA1ŋ
บริการน้ำ,bX1ri1kA1nnA4m
บริมาตร,bX1ri1mA3t
บริษัทเดินอากาศ,bX1ri1sa2tdZ1nA1kA2t
บริษัทเดินเรือ,bX1ri1sa2tdZ1nrR1
บริหารงาน,bX1ri1hA5nŋA1n
บอกตรงๆ,bX2ktro1ŋtro1ŋ
บอกบท,bX2kbo2t
บอกเปิด,bX2kpZ2t
บอกแล้วไหมล่ะ,bX2klY4wma4jla3
บอนีโอ,bX1nI1O1
บอบแบบ,bɔ2pbɛ2p
บอร์นีโอ,bX1nI1O1
บะ,ba2ʔ
บังคับเอา,ba1ŋKa4pa1w
บังตา,ba1ŋtA1
บังมืด,ba1ŋmW3t
บังเกิดขึ้น,ba1ŋkZ2tKɯ3n
บัญชร,ba1nCX1n
บัญชีพัสดุ,ba1nCI1Pa4tsa1du2
บัญชีเงินฝาก,ba1nCI1ŋə1nfA2k
บัญญัติกฎหมาย,ba1nja2tko2tmA5j
บัดซบ,ba2tso4p
บัดนั้น,ba2tna4n
บัตรออกเสียง,ba2tX2ksJ5ŋ
บัตรเสีย,ba2tsJ5
บันทึกเสียง,ba1nTɯ4ksJ5ŋ
บันนังสตา,ba1nna1ŋsa1tA1
บันเทา,ba1nTa1w
บันไดรถ,ba1nda1jro4t
บันไดเวียน,ba1nda1jwJ1n
บัลลังค์,ba1nla1ŋ
บั่นรอน,ba2nrX1n
บั้นหลวง,ba3nlV5ŋ
บั้นเอว,ba3ne1w
บั๊ม,ba4m
บา,bA1
บางขุนพรหม,bA1ŋKu5nPro1m
บางครั้งบางคราว,bA1ŋKra4ŋbA1ŋKrA1w
บางตัว,bA1ŋtV1
บางท่าน,bA1ŋTa3n
บางนรา,bA1ŋna1rA1
บางประการ,bA1ŋpra1kA1n
บางราย,bA1ŋrA1j
บางหน,bA1ŋho5n
บาดหลวง,bA2tlV5ŋ
บาดโสตประสาท,bA2tsO2tpra1sA2t
บานประตู,bA1npra1tU1
บานหทัย,bA1nha1Ta1j
บำเพ็ญตน,ba1mPe1nto1n
บิดตะกูด,bi2tta1kU2t
บิดพริ้ว,bi2tPri4w
บินลง,bi1nlo1ŋ
บินเที่ยวอยู่,bi1nTJ3wjU2
บีบนวด,bI2pnV3t
บึน,bɯ1n
บึ๋งบึ๋ง,bɯ5ŋbɯ5ŋ
บุกบั่น,bu2kba2n
บุกเข้าไป,bu2kKa3wpa1j
บุคคลนั้นๆ,bu2kKo1nna4nna4n
บุคคลพลัดถิ่น,bu2kKo1nPla4tTi2n
บุคคลใด,bu2kKo1nda1j
บุตรสะใภ้,bu2tsa1Pa4j
บุตรา,bu2ttrA1
บุตรเลี้ยง,bu2tlJ4ŋ
บุน,bu1n
บุปผชาติ,bu2pPa1CA3t
บุพ-,bu2pPa1
บุรพ-,bu1ra1Pa1
บุรุษที่หนึ่ง,bu1ru2tTI3nɯ2ŋ
บุษกร,bu2tsa1kX1n
บูดบึ้ง,bU2tbɯ3ŋ
บูรพ-,bU1ra1Pa1
บูรพชน,bU1ra1Pa1Co1n
บูรพาจารย์,bU1ra1PA1cA1n
บูโรทั่ง,bU1rO1Ta3ŋ
บ่งถึง,bo2ŋTɯ5ŋ
บ่นอู้,bo2nU3
บ่นอู้อี้,bo2nU3I3
บ่อยๆ,bɔ2jbɔ2j
บ่ายโฉมหน้า,bA2jCO5mnA3
บ้อม,bɔ3m
บ้านช่อง,bA3nCɔ3ŋ
บ้านดอน,bA3ndX1n
บ้านดารา,bA3ndA1rA1
บ้านว่าง,bA3nwA3ŋ
บ้านหมี่,bA3nmI2
บ้านเมืองใดก็ตาม,bA3nmR1ŋda1jkɔ3tA1m
บ้านโป่ง,bA3npO2ŋ
บ้านไม้,bA3nmA4j
บ้าน้ำลาย,bA3na4mlA1j
บ้าบอ,bA3bX1
บ้าบิ่น,bA3bi2n
บ้าๆบอๆ,bA3bA3bX1bX1
บ๊งเบ๊ง,bo4ŋbe4ŋ
บ๊า,bA4
ป,pX1
ปกหน้า,po2knA3
ปฏิโลม,pa2ti1lO1m
ปฐมครู,pa1To5mma1KrU1
ปฐมศึกษา,pa1To5msɯ2ksA5
ปณิศ,pa1ni4t
ปรนปรือ,pro1nprW1
ปรวน,prV1n
ประกวดประชัน,pra1kV2tpra1Ca1n
ประกอบคุณความดี,pra1kX2pKu1nKwA1mdI1
ประกอบพิธี,pra1kX2pPi4TI1
ประกันชีวิต,pra1ka1nCI1wi4t
ประกายพรึก,pra1kA1jPrɯ4k
ประการที่สอง,pra1kA1nTI3sX5ŋ
ประการใด,pra1kA1nda1j
ประการใดประการหนึ่ง,pra1kA1nda1jpra1kA1nnɯ2ŋ
ประกาศว่า,pra1kA2twA3
ประจง,pra1co1ŋ
ประจำปักษ์,pra1ca1mpa2k
ประชา-,pra1CA1
ประชาชนพลเมือง,pra1CA1Co1nPo1nla1mR1ŋ
ประชาชาติอิหร่าน,pra1CA1CA3ti1rA2n
ประชาศึกษา,pra1CA1sɯ2ksA5
ประชุมหารือ,pra1Cu1mhA5rW1
ประณม,pra1no1m
ประณีตศิลปกรรม,pra1nI3tsi5nla4pa1ka1m
ประดังกันเข้ามา,pra1da1ŋka1nKa3wmA1
ประตูหน้าบ้าน,pra1tU1nA3bA3n
ประทักษิน,pra1Ta4ksi5n
ประทังความหนาว,pra1Ta1ŋKwA1mnA5w
ประทับยืน,pra1Ta4pjW1n
ประทับแรม,pra1Ta4prY1m
ประนมมือ,pra1no1mmW1
ประนาม,pra1nA1m
ประพจน์,pra2Po4t
ประพรม,pra2Pro1m
ประภา,pra2PA1
ประมวลการสอน,pra1mV1nkA1nsX5n
ประยงค์,pra2jo1ŋ
ประวัติถึง,pra1wa2tTɯ5ŋ
ประสพการณ์,pra1so2pkA1n
ประสพเหตุ,pra1so2phE2t
ประสานมือ,pra1sA5nmW1
ประสี,pra1sI5
ประหงม,pra1ŋo5m
ประหนึ่งฟ้าแลบ,pra1nɯ2ŋfA4lY3p
ประหลาดเหลือ,pra1lA2tlR5
ประหัต,pra1ha2t
ประเดี๋ยวก่อน,pra1dJ5wkX2n
ประเทศกลุ่มคอมมิวนิสต์,pra1TE3tklu2mKX1mmi1wni4t
ประเทศกสิกรรม,pra1TE3tka2si1ka1m
ประเทศญวน,pra1TE3tjV1n
ประเทศญาติ,pra1TE3tjA3t
ประเทศภาคี,pra1TE3tPA1KI1
ประเทศมลายู,pra1TE3tma1lA1jU1
ประเทศสมุน,pra1TE3tsa1mu5n
ประเทศอาหรับ,pra1TE3tA1ra2p
ประเทศเขมร,pra1TE3tKa1mE5n
ประเทศเพื่อนบ้าน,pra1TE3tPR3nbA3n
ประเทศเอกราช,pra1TE3tE2kka1rA3t
ประเปรียว,pra2prJ1w
ประแจง,pra1cY1ŋ
ประโยชน์ ส่วนตัว,pra1jO2tsV2ntV1
ประโยชน์ของส่วนรวม,pra1jO2tKX5ŋsV2nrV1m
ปรัตยุบัน,pra2tta1ju4ba1n
